,geo_accession,Prediction_Result,Actual_in_Top_3,Actual,Top_Predictions,Disease_Name
416,GSM2391127,Correct,Yes,LUNG NEOPLASMS,"[(99.99, 'LUNG NEOPLASMS'), (0.01, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'LUNG DISEASES')]",NON-SMALL CELL LUNG CANCER
417,GSM1464334,Correct,Yes,LUNG NEOPLASMS,"[(99.88, 'LUNG NEOPLASMS'), (0.11, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.01, 'LUNG DISEASES')]",SMALL CELL LUNG CANCER
418,GSM2391129,Correct,Yes,LUNG NEOPLASMS,"[(99.99, 'LUNG NEOPLASMS'), (0.0, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'LUNG DISEASES')]",NON-SMALL CELL LUNG CANCER
419,GSM2391131,Correct,Yes,LUNG NEOPLASMS,"[(99.97, 'LUNG NEOPLASMS'), (0.02, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'CONTROL - FIBROBLASTS')]",NON-SMALL CELL LUNG CANCER
420,GSM2391132,Correct,Yes,LUNG NEOPLASMS,"[(99.84, 'LUNG NEOPLASMS'), (0.11, 'LUNG DISEASES'), (0.05, 'CONTROL - CD206+ CD45+ MACROPHAGES')]",NON-SMALL CELL LUNG CANCER
421,GSM2391133,Correct,Yes,LUNG NEOPLASMS,"[(99.95, 'LUNG NEOPLASMS'), (0.04, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'CONTROL - FIBROBLASTS')]",NON-SMALL CELL LUNG CANCER
422,GSM2391137,Correct,Yes,LUNG NEOPLASMS,"[(99.8, 'LUNG NEOPLASMS'), (0.19, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'LUNG DISEASES')]",NON-SMALL CELL LUNG CANCER
423,GSM2391140,Correct,Yes,LUNG NEOPLASMS,"[(99.77, 'LUNG NEOPLASMS'), (0.22, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.01, 'LUNG DISEASES')]",NON-SMALL CELL LUNG CANCER
424,GSM2391144,Correct,Yes,LUNG NEOPLASMS,"[(99.92, 'LUNG NEOPLASMS'), (0.08, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'CONTROL - FIBROBLASTS')]",NON-SMALL CELL LUNG CANCER
425,GSM2391146,Correct,Yes,LUNG NEOPLASMS,"[(99.79, 'LUNG NEOPLASMS'), (0.2, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'LUNG DISEASES')]",NON-SMALL CELL LUNG CANCER
426,GSM2391147,Correct,Yes,LUNG NEOPLASMS,"[(99.79, 'LUNG NEOPLASMS'), (0.12, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.1, 'LUNG DISEASES')]",NON-SMALL CELL LUNG CANCER
427,GSM2391152,Correct,Yes,LUNG NEOPLASMS,"[(99.79, 'LUNG NEOPLASMS'), (0.2, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'BACTERIAL INFECTIONS')]",NON-SMALL CELL LUNG CANCER
428,GSM2391153,Correct,Yes,LUNG NEOPLASMS,"[(99.95, 'LUNG NEOPLASMS'), (0.04, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'CONTROL - FIBROBLASTS')]",NON-SMALL CELL LUNG CANCER
429,GSM2391154,Correct,Yes,LUNG NEOPLASMS,"[(99.93, 'LUNG NEOPLASMS'), (0.06, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'BACTERIAL INFECTIONS')]",NON-SMALL CELL LUNG CANCER
430,GSM2391155,Correct,Yes,LUNG NEOPLASMS,"[(99.87, 'LUNG NEOPLASMS'), (0.12, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'BACTERIAL INFECTIONS')]",NON-SMALL CELL LUNG CANCER
431,GSM1464337,Correct,Yes,LUNG NEOPLASMS,"[(99.97, 'LUNG NEOPLASMS'), (0.03, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'LUNG DISEASES')]",SMALL CELL LUNG CANCER
432,GSM2391159,Correct,Yes,LUNG NEOPLASMS,"[(99.95, 'LUNG NEOPLASMS'), (0.04, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'CONTROL - FIBROBLASTS')]",NON-SMALL CELL LUNG CANCER
433,GSM2391164,Correct,Yes,LUNG NEOPLASMS,"[(99.97, 'LUNG NEOPLASMS'), (0.02, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'CONTROL - FIBROBLASTS')]",NON-SMALL CELL LUNG CANCER
434,GSM2391172,Correct,Yes,LUNG NEOPLASMS,"[(99.81, 'LUNG NEOPLASMS'), (0.19, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'LUNG DISEASES')]",NON-SMALL CELL LUNG CANCER
435,GSM2391175,Correct,Yes,LUNG NEOPLASMS,"[(99.93, 'LUNG NEOPLASMS'), (0.07, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.01, 'LUNG DISEASES')]",NON-SMALL CELL LUNG CANCER
436,GSM1464339,Correct,Yes,LUNG NEOPLASMS,"[(99.95, 'LUNG NEOPLASMS'), (0.05, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'LUNG DISEASES')]",SMALL CELL LUNG CANCER
437,GSM2391183,Correct,Yes,LUNG NEOPLASMS,"[(99.94, 'LUNG NEOPLASMS'), (0.05, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'CONTROL - FIBROBLASTS')]",NON-SMALL CELL LUNG CANCER
438,GSM2391186,Correct,Yes,LUNG NEOPLASMS,"[(99.97, 'LUNG NEOPLASMS'), (0.02, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'LUNG DISEASES')]",NON-SMALL CELL LUNG CANCER
439,GSM2391194,Correct,Yes,LUNG NEOPLASMS,"[(99.97, 'LUNG NEOPLASMS'), (0.02, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.01, 'LUNG DISEASES')]",NON-SMALL CELL LUNG CANCER
440,GSM2391198,Correct,Yes,LUNG NEOPLASMS,"[(99.86, 'LUNG NEOPLASMS'), (0.14, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'LUNG DISEASES')]",NON-SMALL CELL LUNG CANCER
441,GSM2391201,Correct,Yes,LUNG NEOPLASMS,"[(99.91, 'LUNG NEOPLASMS'), (0.07, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.02, 'LUNG DISEASES')]",NON-SMALL CELL LUNG CANCER
442,GSM1464341,Correct,Yes,LUNG NEOPLASMS,"[(99.98, 'LUNG NEOPLASMS'), (0.02, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'CONTROL - FIBROBLASTS')]",SMALL CELL LUNG CANCER
443,GSM2391206,Correct,Yes,LUNG NEOPLASMS,"[(99.95, 'LUNG NEOPLASMS'), (0.03, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.02, 'LUNG DISEASES')]",NON-SMALL CELL LUNG CANCER
444,GSM2391208,Correct,Yes,LUNG NEOPLASMS,"[(99.98, 'LUNG NEOPLASMS'), (0.02, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'LUNG DISEASES')]",NON-SMALL CELL LUNG CANCER
445,GSM2391214,Correct,Yes,LUNG NEOPLASMS,"[(99.97, 'LUNG NEOPLASMS'), (0.02, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.01, 'LUNG DISEASES')]",NON-SMALL CELL LUNG CANCER
446,GSM2391216,Correct,Yes,LUNG NEOPLASMS,"[(99.99, 'LUNG NEOPLASMS'), (0.01, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'LUNG DISEASES')]",NON-SMALL CELL LUNG CANCER
447,GSM1464342,Correct,Yes,LUNG NEOPLASMS,"[(99.99, 'LUNG NEOPLASMS'), (0.01, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'LUNG DISEASES')]",SMALL CELL LUNG CANCER
448,GSM2391221,Correct,Yes,LUNG NEOPLASMS,"[(99.97, 'LUNG NEOPLASMS'), (0.03, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'CONTROL - FIBROBLASTS')]",NON-SMALL CELL LUNG CANCER
449,GSM2391225,Correct,Yes,LUNG NEOPLASMS,"[(99.99, 'LUNG NEOPLASMS'), (0.01, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.01, 'LUNG DISEASES')]",NON-SMALL CELL LUNG CANCER
450,GSM2391230,Correct,Yes,LUNG NEOPLASMS,"[(99.96, 'LUNG NEOPLASMS'), (0.04, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'CONTROL - FIBROBLASTS')]",NON-SMALL CELL LUNG CANCER
451,GSM2391238,Correct,Yes,LUNG NEOPLASMS,"[(99.79, 'LUNG NEOPLASMS'), (0.2, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'LUNG DISEASES')]",NON-SMALL CELL LUNG CANCER
452,GSM1464344,Correct,Yes,LUNG NEOPLASMS,"[(99.99, 'LUNG NEOPLASMS'), (0.01, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'CONTROL - FIBROBLASTS')]",SMALL CELL LUNG CANCER
453,GSM2391242,Correct,Yes,LUNG NEOPLASMS,"[(99.8, 'LUNG NEOPLASMS'), (0.19, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.01, 'LUNG DISEASES')]",NON-SMALL CELL LUNG CANCER
454,GSM2391247,Correct,Yes,LUNG NEOPLASMS,"[(99.84, 'LUNG NEOPLASMS'), (0.16, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'BACTERIAL INFECTIONS')]",NON-SMALL CELL LUNG CANCER
455,GSM2391248,Correct,Yes,LUNG NEOPLASMS,"[(99.94, 'LUNG NEOPLASMS'), (0.06, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'LUNG DISEASES')]",NON-SMALL CELL LUNG CANCER
456,GSM1464346,Correct,Yes,LUNG NEOPLASMS,"[(99.96, 'LUNG NEOPLASMS'), (0.04, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'LUNG DISEASES')]",SMALL CELL LUNG CANCER
457,GSM2391262,Correct,Yes,LUNG NEOPLASMS,"[(99.92, 'LUNG NEOPLASMS'), (0.07, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.01, 'LUNG DISEASES')]",NON-SMALL CELL LUNG CANCER
458,GSM2391275,Correct,Yes,LUNG NEOPLASMS,"[(99.96, 'LUNG NEOPLASMS'), (0.04, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.01, 'LUNG DISEASES')]",NON-SMALL CELL LUNG CANCER
459,GSM2391281,Correct,Yes,LUNG NEOPLASMS,"[(99.98, 'LUNG NEOPLASMS'), (0.01, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'LUNG DISEASES')]",NON-SMALL CELL LUNG CANCER
460,GSM2391289,Correct,Yes,LUNG NEOPLASMS,"[(99.93, 'LUNG NEOPLASMS'), (0.07, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'CONTROL - FIBROBLASTS')]",NON-SMALL CELL LUNG CANCER
461,GSM2391291,Correct,Yes,LUNG NEOPLASMS,"[(99.73, 'LUNG NEOPLASMS'), (0.26, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'CONTROL - FIBROBLASTS')]",NON-SMALL CELL LUNG CANCER
462,GSM2391293,Correct,Yes,LUNG NEOPLASMS,"[(99.87, 'LUNG NEOPLASMS'), (0.12, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.01, 'LUNG DISEASES')]",NON-SMALL CELL LUNG CANCER
463,GSM2391296,Correct,Yes,LUNG NEOPLASMS,"[(99.94, 'LUNG NEOPLASMS'), (0.06, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'CONTROL - FIBROBLASTS')]",NON-SMALL CELL LUNG CANCER
464,GSM2391301,Correct,Yes,LUNG NEOPLASMS,"[(99.96, 'LUNG NEOPLASMS'), (0.03, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.01, 'LUNG DISEASES')]",NON-SMALL CELL LUNG CANCER
465,GSM2391309,Correct,Yes,LUNG NEOPLASMS,"[(99.98, 'LUNG NEOPLASMS'), (0.02, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'LUNG DISEASES')]",NON-SMALL CELL LUNG CANCER
466,GSM1464351,Correct,Yes,LUNG NEOPLASMS,"[(99.64, 'LUNG NEOPLASMS'), (0.27, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.08, 'LUNG DISEASES')]",SMALL CELL LUNG CANCER
467,GSM2391313,Correct,Yes,LUNG NEOPLASMS,"[(99.98, 'LUNG NEOPLASMS'), (0.02, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.01, 'LUNG DISEASES')]",NON-SMALL CELL LUNG CANCER
468,GSM2391316,Correct,Yes,LUNG NEOPLASMS,"[(99.99, 'LUNG NEOPLASMS'), (0.01, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'LUNG DISEASES')]",NON-SMALL CELL LUNG CANCER
469,GSM2391317,Correct,Yes,LUNG NEOPLASMS,"[(99.92, 'LUNG NEOPLASMS'), (0.07, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'LUNG DISEASES')]",NON-SMALL CELL LUNG CANCER
470,GSM2391327,Correct,Yes,LUNG NEOPLASMS,"[(99.97, 'LUNG NEOPLASMS'), (0.02, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'LUNG DISEASES')]",NON-SMALL CELL LUNG CANCER
471,GSM2391342,Correct,Yes,LUNG NEOPLASMS,"[(99.88, 'LUNG NEOPLASMS'), (0.11, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.01, 'LUNG DISEASES')]",NON-SMALL CELL LUNG CANCER
472,GSM2391345,Correct,Yes,LUNG NEOPLASMS,"[(99.99, 'LUNG NEOPLASMS'), (0.01, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'LUNG DISEASES')]",NON-SMALL CELL LUNG CANCER
473,GSM2391346,Correct,Yes,LUNG NEOPLASMS,"[(99.88, 'LUNG NEOPLASMS'), (0.12, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'LUNG DISEASES')]",NON-SMALL CELL LUNG CANCER
474,GSM1464354,Correct,Yes,LUNG NEOPLASMS,"[(93.66, 'LUNG NEOPLASMS'), (6.09, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.19, 'LUNG DISEASES')]",SMALL CELL LUNG CANCER
475,GSM2391351,Correct,Yes,LUNG NEOPLASMS,"[(99.81, 'LUNG NEOPLASMS'), (0.18, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'BACTERIAL INFECTIONS')]",NON-SMALL CELL LUNG CANCER
476,GSM2391364,Correct,Yes,LUNG NEOPLASMS,"[(99.98, 'LUNG NEOPLASMS'), (0.01, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.01, 'LUNG DISEASES')]",NON-SMALL CELL LUNG CANCER
477,GSM2391366,Correct,Yes,LUNG NEOPLASMS,"[(99.95, 'LUNG NEOPLASMS'), (0.05, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'LUNG DISEASES')]",NON-SMALL CELL LUNG CANCER
478,GSM2391372,Correct,Yes,LUNG NEOPLASMS,"[(99.97, 'LUNG NEOPLASMS'), (0.02, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.01, 'LUNG DISEASES')]",NON-SMALL CELL LUNG CANCER
479,GSM1464356,Correct,Yes,LUNG NEOPLASMS,"[(99.95, 'LUNG NEOPLASMS'), (0.05, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'LUNG DISEASES')]",SMALL CELL LUNG CANCER
480,GSM2391379,Correct,Yes,LUNG NEOPLASMS,"[(99.95, 'LUNG NEOPLASMS'), (0.05, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'CONTROL - FIBROBLASTS')]",NON-SMALL CELL LUNG CANCER
481,GSM2391389,Correct,Yes,LUNG NEOPLASMS,"[(99.98, 'LUNG NEOPLASMS'), (0.02, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'CONTROL - FIBROBLASTS')]",NON-SMALL CELL LUNG CANCER
482,GSM1464357,Correct,Yes,LUNG NEOPLASMS,"[(99.89, 'LUNG NEOPLASMS'), (0.1, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.01, 'LUNG DISEASES')]",SMALL CELL LUNG CANCER
483,GSM2391393,Correct,Yes,LUNG NEOPLASMS,"[(99.96, 'LUNG NEOPLASMS'), (0.03, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.01, 'LUNG DISEASES')]",NON-SMALL CELL LUNG CANCER
484,GSM2391397,Correct,Yes,LUNG NEOPLASMS,"[(99.94, 'LUNG NEOPLASMS'), (0.05, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'LUNG DISEASES')]",NON-SMALL CELL LUNG CANCER
485,GSM2391401,Correct,Yes,LUNG NEOPLASMS,"[(99.95, 'LUNG NEOPLASMS'), (0.05, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'LUNG DISEASES')]",NON-SMALL CELL LUNG CANCER
486,GSM2391405,Correct,Yes,LUNG NEOPLASMS,"[(99.99, 'LUNG NEOPLASMS'), (0.01, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'LUNG DISEASES')]",NON-SMALL CELL LUNG CANCER
487,GSM2391406,Correct,Yes,LUNG NEOPLASMS,"[(99.99, 'LUNG NEOPLASMS'), (0.0, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'LUNG DISEASES')]",NON-SMALL CELL LUNG CANCER
488,GSM1464359,Correct,Yes,LUNG NEOPLASMS,"[(99.84, 'LUNG NEOPLASMS'), (0.11, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.05, 'LUNG DISEASES')]",SMALL CELL LUNG CANCER
489,GSM2391413,Correct,Yes,LUNG NEOPLASMS,"[(99.96, 'LUNG NEOPLASMS'), (0.04, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'LUNG DISEASES')]",NON-SMALL CELL LUNG CANCER
490,GSM2391414,Correct,Yes,LUNG NEOPLASMS,"[(99.98, 'LUNG NEOPLASMS'), (0.02, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'LUNG DISEASES')]",NON-SMALL CELL LUNG CANCER
491,GSM2391415,Correct,Yes,LUNG NEOPLASMS,"[(99.92, 'LUNG NEOPLASMS'), (0.07, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.01, 'LUNG DISEASES')]",NON-SMALL CELL LUNG CANCER
492,GSM2391419,Correct,Yes,LUNG NEOPLASMS,"[(99.98, 'LUNG NEOPLASMS'), (0.01, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'LUNG DISEASES')]",NON-SMALL CELL LUNG CANCER
493,GSM1464360,Correct,Yes,LUNG NEOPLASMS,"[(99.43, 'LUNG NEOPLASMS'), (0.3, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.26, 'LUNG DISEASES')]",SMALL CELL LUNG CANCER
494,GSM2391423,Correct,Yes,LUNG NEOPLASMS,"[(99.93, 'LUNG NEOPLASMS'), (0.07, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'LUNG DISEASES')]",NON-SMALL CELL LUNG CANCER
495,GSM2391426,Correct,Yes,LUNG NEOPLASMS,"[(99.96, 'LUNG NEOPLASMS'), (0.03, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.01, 'LUNG DISEASES')]",NON-SMALL CELL LUNG CANCER
496,GSM2391428,Correct,Yes,LUNG NEOPLASMS,"[(99.98, 'LUNG NEOPLASMS'), (0.02, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'LUNG DISEASES')]",NON-SMALL CELL LUNG CANCER
497,GSM2391429,Correct,Yes,LUNG NEOPLASMS,"[(99.99, 'LUNG NEOPLASMS'), (0.0, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'LUNG DISEASES')]",NON-SMALL CELL LUNG CANCER
498,GSM2397375,Correct,Yes,CONTROL - BLOOD,"[(99.93, 'CONTROL - BLOOD'), (0.03, 'CONTROL - MEMORY CD3+CD8+ T CELLS'), (0.02, 'CONTROL - CD206+ CD45+ MACROPHAGES')]",RHEUMATOID ARTHRITIS
499,GSM2397377,Correct,Yes,CONTROL - BLOOD,"[(99.9, 'CONTROL - BLOOD'), (0.05, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.03, 'CONTROL - MEMORY CD3+CD8+ T CELLS')]",RHEUMATOID ARTHRITIS
500,GSM2397378,Correct,Yes,CONTROL - BLOOD,"[(99.93, 'CONTROL - BLOOD'), (0.03, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.03, 'CONTROL - MEMORY CD3+CD8+ T CELLS')]",RHEUMATOID ARTHRITIS
501,GSM2397379,Correct,Yes,CONTROL - BLOOD,"[(99.94, 'CONTROL - BLOOD'), (0.03, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.02, 'CONTROL - MEMORY CD3+CD8+ T CELLS')]",RHEUMATOID ARTHRITIS
502,GSM2397381,Correct,Yes,CONTROL - BLOOD,"[(99.95, 'CONTROL - BLOOD'), (0.03, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.01, 'CONTROL - MEMORY CD3+CD8+ T CELLS')]",RHEUMATOID ARTHRITIS
503,GSM2397382,Correct,Yes,CONTROL - BLOOD,"[(99.94, 'CONTROL - BLOOD'), (0.03, 'CONTROL - MEMORY CD3+CD8+ T CELLS'), (0.02, 'CONTROL - CD206+ CD45+ MACROPHAGES')]",RHEUMATOID ARTHRITIS
504,GSM2397384,Correct,Yes,CONTROL - BLOOD,"[(99.83, 'CONTROL - BLOOD'), (0.09, 'CONTROL - MEMORY CD3+CD8+ T CELLS'), (0.03, 'CONTROL - MEMORY CD3+CD4+ T CELLS')]",RHEUMATOID ARTHRITIS
505,GSM2402610,Correct,Yes,CONTROL - BLOOD,"[(99.84, 'CONTROL - BLOOD'), (0.11, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.03, 'CONTROL - MEMORY CD3+CD8+ T CELLS')]",MULTIPLE SCLEROSIS
506,GSM1464363,Correct,Yes,LUNG NEOPLASMS,"[(100.0, 'LUNG NEOPLASMS'), (0.0, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.0, 'CONTROL - FIBROBLASTS')]",SMALL CELL LUNG CANCER
507,GSM2428882,Correct,Yes,CONTROL - BLOOD,"[(99.92, 'CONTROL - BLOOD'), (0.03, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.03, 'CONTROL - MEMORY CD3+CD8+ T CELLS')]",SYSTEMIC LUPUS ERYTHEMATOSUS
508,GSM2433099,Correct,Yes,"LUNG DISEASES, INTERSTITIAL","[(99.98, 'LUNG DISEASES, INTERSTITIAL'), (0.02, 'CONTROL - LUNG'), (0.0, 'CONTROL - PRIMARY HUMAN ALVEOLAR EPITHELIAL CELLS')]",IDIOPATHIC PULMONARY FIBROSIS
509,GSM2433103,Correct,Yes,"LUNG DISEASES, INTERSTITIAL","[(99.88, 'LUNG DISEASES, INTERSTITIAL'), (0.11, 'CONTROL - LUNG'), (0.0, 'CONTROL - PRIMARY HUMAN ALVEOLAR EPITHELIAL CELLS')]",IDIOPATHIC PULMONARY FIBROSIS
510,GSM2433105,Correct,Yes,"LUNG DISEASES, INTERSTITIAL","[(99.92, 'LUNG DISEASES, INTERSTITIAL'), (0.06, 'CONTROL - LUNG'), (0.01, 'CONTROL - PRIMARY HUMAN ALVEOLAR EPITHELIAL CELLS')]",IDIOPATHIC PULMONARY FIBROSIS
511,GSM2433107,Correct,Yes,"LUNG DISEASES, INTERSTITIAL","[(99.98, 'LUNG DISEASES, INTERSTITIAL'), (0.01, 'CONTROL - PRIMARY HUMAN ALVEOLAR EPITHELIAL CELLS'), (0.0, 'CONTROL - LUNG')]",IDIOPATHIC PULMONARY FIBROSIS
512,GSM2433114,Correct,Yes,"LUNG DISEASES, INTERSTITIAL","[(99.99, 'LUNG DISEASES, INTERSTITIAL'), (0.0, 'CONTROL - PRIMARY HUMAN ALVEOLAR EPITHELIAL CELLS'), (0.0, 'CONTROL - LUNG')]",IDIOPATHIC PULMONARY FIBROSIS
513,GSM2433117,Correct,Yes,"LUNG DISEASES, INTERSTITIAL","[(99.93, 'LUNG DISEASES, INTERSTITIAL'), (0.06, 'CONTROL - LUNG'), (0.01, 'CONTROL - PRIMARY HUMAN ALVEOLAR EPITHELIAL CELLS')]",IDIOPATHIC PULMONARY FIBROSIS
514,GSM2433118,Correct,Yes,CONTROL - LUNG,"[(99.91, 'CONTROL - LUNG'), (0.04, 'LUNG DISEASES, INTERSTITIAL'), (0.04, 'CONTROL - FIBROBLASTS')]",IDIOPATHIC PULMONARY FIBROSIS
515,GSM2433121,Correct,Yes,CONTROL - LUNG,"[(99.97, 'CONTROL - LUNG'), (0.02, 'CONTROL - FIBROBLASTS'), (0.01, 'LUNG DISEASES, INTERSTITIAL')]",IDIOPATHIC PULMONARY FIBROSIS
516,GSM2433125,Correct,Yes,CONTROL - LUNG,"[(99.98, 'CONTROL - LUNG'), (0.01, 'LUNG DISEASES, INTERSTITIAL'), (0.01, 'CONTROL - FIBROBLASTS')]",IDIOPATHIC PULMONARY FIBROSIS
517,GSM2433128,Correct,Yes,CONTROL - LUNG,"[(99.9, 'CONTROL - LUNG'), (0.08, 'LUNG DISEASES, INTERSTITIAL'), (0.02, 'CONTROL - FIBROBLASTS')]",IDIOPATHIC PULMONARY FIBROSIS
518,GSM2433129,Correct,Yes,CONTROL - LUNG,"[(98.86, 'CONTROL - LUNG'), (1.13, 'LUNG DISEASES, INTERSTITIAL'), (0.01, 'CONTROL - FIBROBLASTS')]",IDIOPATHIC PULMONARY FIBROSIS
519,GSM2433133,Correct,Yes,CONTROL - LUNG,"[(99.99, 'CONTROL - LUNG'), (0.0, 'LUNG DISEASES, INTERSTITIAL'), (0.0, 'CONTROL - FIBROBLASTS')]",IDIOPATHIC PULMONARY FIBROSIS
520,GSM2433135,Correct,Yes,CONTROL - LUNG,"[(99.85, 'CONTROL - LUNG'), (0.15, 'LUNG DISEASES, INTERSTITIAL'), (0.0, 'CONTROL - FIBROBLASTS')]",IDIOPATHIC PULMONARY FIBROSIS
521,GSM2469539,Correct,Yes,CONTROL - MONOCYTES,"[(99.54, 'CONTROL - MONOCYTES'), (0.15, 'CONTROL - CORD BLOOD MONONUCLEAR CELLS (CBMC)'), (0.12, 'CONTROL - NASAL POLYP')]",TUBERCULOSIS
522,GSM2469543,Correct,Yes,CONTROL - MONOCYTES,"[(99.45, 'CONTROL - MONOCYTES'), (0.17, 'CONTROL - CORD BLOOD MONONUCLEAR CELLS (CBMC)'), (0.15, 'CONTROL - NASAL POLYP')]",TUBERCULOSIS
523,GSM2469545,Correct,Yes,CONTROL - MONOCYTES,"[(99.51, 'CONTROL - MONOCYTES'), (0.13, 'CONTROL - CORD BLOOD MONONUCLEAR CELLS (CBMC)'), (0.13, 'CONTROL - NASAL POLYP')]",TUBERCULOSIS
524,GSM2469546,Correct,Yes,BACTERIAL INFECTIONS,"[(99.49, 'BACTERIAL INFECTIONS'), (0.46, 'CONTROL - CD206+ CD45+ MACROPHAGES'), (0.02, 'MYCOSES')]",TUBERCULOSIS
