dsaid,accession,platform,deg_count,disease,diseaseid,tissue,data_source,library_strategy,organism,control_case_sample_count,definition
DSA03160,GSE21444,GPL1261,330,Ductal Carcinoma In Situ,C0007124,Breast,GEO,Microarray,Mus musculus,5|5,"EFO:A malignant tumor arising from epithelial cells. Carcinomas that arise from glandular epithelium are called adenocarcinomas, those that arise from squamous epithelium are called squamous cell carcinomas, and those that arise from transitional epithelium are called transitional cell carcinomas. Morphologically, the malignant epithelial cells may display abnormal mitotic figures, anaplasia, and necrosis. Carcinomas are graded by the degree of cellular differentiation as well, moderately, or poorly differentiated. Carcinomas invade the surrounding tissues and tend to metastasize to other anatomic sites. Lung carcinoma, skin carcinoma, breast carcinoma, colon carcinoma, and prostate carcinoma are the most frequently seen carcinomas."
DSA03161,GSE139173,GPL21103,751,Acute Pancreatitis,C0001339,Pancreas,GEO,RNA-Seq,Mus musculus,3|3,"DO:A pancreatitis that is characterized by inflammation of the pancreas over a short period of time and has symptoms of severe abdominal pain, nausea, vomiting, diarrhea, fever, and shock."
DSA03162,GSE139188,GPL21290,14,Autosomal Dominant Hyper-Ige Syndrome,C2936739,Umbilical cord,GEO,RNA-Seq,Homo sapiens,3|3,DO:A hyper IgE syndrome that has_material_basis_in heterozygous mutation in the STAT3 gene on chromosome 17q21.
DSA03163,GSE139202,GPL11154,68,Autosomal Dominant Hyper-Ige Syndrome,C2936739,Skin,GEO,RNA-Seq,Homo sapiens,3|3,DO:A hyper IgE syndrome that has_material_basis_in heterozygous mutation in the STAT3 gene on chromosome 17q21.
DSA03164,GSE139222,GPL570,0,Orofacial Cleft,C1861537,,GEO,Microarray,Homo sapiens,5|5,DO:An orofacial cleft characterized by autosomal dominant inheritance that has_material_basis_in variation in chromosome region 6p24.3.
DSA03165,GSE139247,GPL15207,0,Atopic Dermatitis,C0011615,Peripheral blood,GEO,Microarray,Homo sapiens,3|3,DO:An allergic contact dermatitis that is a chronically relapsing inflammatory allergic response located_in the skin that causes itching and flaking.
DSA03166,GSE139324,GPL18573,1000,Head And Neck Squamous Cell Carcinoma,C1168401,Peripheral blood,GEO,scRNA-Seq,Homo sapiens,6|26,"DO:A head and neck carcinoma that has_material_basis_in squamous cells that line the moist, mucosal surfaces inside the head and neck."
DSA03167,GSE139350,GPL20795,693,Systemic Lupus Erythematosus,C0024141,Blood,GEO,RNA-Seq,Homo sapiens,2|2,"DO:A lupus erythematosus that is an inflammation of connective tissue marked by skin rashes, joint pain and swelling, inflammation of the kidneys and inflammation of the tissue surrounding the heart."
DSA03168,GSE139358,GPL21290,25,Systemic Lupus Erythematosus,C0024141,Blood,GEO,RNA-Seq,Homo sapiens,7|9,"DO:A lupus erythematosus that is an inflammation of connective tissue marked by skin rashes, joint pain and swelling, inflammation of the kidneys and inflammation of the tissue surrounding the heart."
DSA03169,GSE21444,GPL1261,93,Ductal Carcinoma In Situ,C0007124,Breast,GEO,Microarray,Mus musculus,5|5,"EFO:A malignant tumor arising from epithelial cells. Carcinomas that arise from glandular epithelium are called adenocarcinomas, those that arise from squamous epithelium are called squamous cell carcinomas, and those that arise from transitional epithelium are called transitional cell carcinomas. Morphologically, the malignant epithelial cells may display abnormal mitotic figures, anaplasia, and necrosis. Carcinomas are graded by the degree of cellular differentiation as well, moderately, or poorly differentiated. Carcinomas invade the surrounding tissues and tend to metastasize to other anatomic sites. Lung carcinoma, skin carcinoma, breast carcinoma, colon carcinoma, and prostate carcinoma are the most frequently seen carcinomas."
DSA03170,GSE21444,GPL1261,490,Ductal Carcinoma In Situ,C0007124,Breast,GEO,Microarray,Mus musculus,5|5,"EFO:A malignant tumor arising from epithelial cells. Carcinomas that arise from glandular epithelium are called adenocarcinomas, those that arise from squamous epithelium are called squamous cell carcinomas, and those that arise from transitional epithelium are called transitional cell carcinomas. Morphologically, the malignant epithelial cells may display abnormal mitotic figures, anaplasia, and necrosis. Carcinomas are graded by the degree of cellular differentiation as well, moderately, or poorly differentiated. Carcinomas invade the surrounding tissues and tend to metastasize to other anatomic sites. Lung carcinoma, skin carcinoma, breast carcinoma, colon carcinoma, and prostate carcinoma are the most frequently seen carcinomas."
DSA03171,GSE21444,GPL1261,360,Ductal Carcinoma In Situ,C0007124,Breast,GEO,Microarray,Mus musculus,5|5,"EFO:A malignant tumor arising from epithelial cells. Carcinomas that arise from glandular epithelium are called adenocarcinomas, those that arise from squamous epithelium are called squamous cell carcinomas, and those that arise from transitional epithelium are called transitional cell carcinomas. Morphologically, the malignant epithelial cells may display abnormal mitotic figures, anaplasia, and necrosis. Carcinomas are graded by the degree of cellular differentiation as well, moderately, or poorly differentiated. Carcinomas invade the surrounding tissues and tend to metastasize to other anatomic sites. Lung carcinoma, skin carcinoma, breast carcinoma, colon carcinoma, and prostate carcinoma are the most frequently seen carcinomas."
DSA03172,GSE139384,GPL10558,0,Alzheimer's Disease,C0002395,Brain,GEO,Microarray,Homo sapiens,3|3,"DO:An Alzheimer's disease that has_material_basis_in mutation heterozygous mutation in the APP gene, which encodes the amyloid precursor protein, on chromosome 21q21."
DSA03173,GSE139384,GPL10558,0,Alzheimer's Disease,C0002395,Brain,GEO,Microarray,Homo sapiens,3|3,"DO:An Alzheimer's disease that has_material_basis_in mutation heterozygous mutation in the APP gene, which encodes the amyloid precursor protein, on chromosome 21q21."
DSA03174,GSE139400,GPL570,0,Obesity,C0028754,Rectus femoris,GEO,Microarray,Homo sapiens,5|5,"DO:An overnutrition that is characterized by excess body fat, traditionally defined as an elevated ratio of weight to height (specifically 30 kilograms per meter squared), has_material_basis_in a multifactorial etiology related to excess nutrition intake, decreased caloric utilization, and genetic susceptibility, and possibly medications and certain disorders of metabolism, endocrine function, and mental illness."
DSA03175,GSE21444,GPL1261,1000,Ductal Carcinoma In Situ,C0007124,Breast,GEO,Microarray,Mus musculus,5|5,"EFO:A malignant tumor arising from epithelial cells. Carcinomas that arise from glandular epithelium are called adenocarcinomas, those that arise from squamous epithelium are called squamous cell carcinomas, and those that arise from transitional epithelium are called transitional cell carcinomas. Morphologically, the malignant epithelial cells may display abnormal mitotic figures, anaplasia, and necrosis. Carcinomas are graded by the degree of cellular differentiation as well, moderately, or poorly differentiated. Carcinomas invade the surrounding tissues and tend to metastasize to other anatomic sites. Lung carcinoma, skin carcinoma, breast carcinoma, colon carcinoma, and prostate carcinoma are the most frequently seen carcinomas."
DSA03176,GSE22778,GPL1261,1,Myeloid Leukemia,C0023470,,GEO,Microarray,Mus musculus,3|2,DO:A myelodysplastic myeloproliferative neoplasm characterized by the principal involvement of the neutrophil series with leukocytosis and multilineage dysplasia. The neoplastic cells do not have a Philadelphia chromosome or the BCR/ABL fusion gene.
DSA03177,GSE139534,GPL16791,1000,Lymphangioleiomyomatosis,C0751674,Lung,GEO,scRNA-Seq,Homo sapiens,2|2,"DO:A lung disease that is characterized by progressive cystic destruction of the lung and lymphatic abnormalities, frequently associated with renal angiomyolipomas."
DSA03178,GSE139602,GPL13667,1000,Chronic Liver Disease,C0341439,Liver,GEO,Microarray,Homo sapiens,6|5,"NCI:Hepatic necrosis, inflammation, or scarring due to any cause that persists for more than 6 months. Manifestations may include signs and symptoms of cholestasis, portal hypertension, and/or abnormal liver function tests."
DSA03179,GSE139602,GPL13667,1000,Cirrhosis,C1623038,Liver,GEO,Microarray,Homo sapiens,6|8,"MSH:Any pathological condition where fibrous connective tissue invades any organ, usually as a consequence of inflammation or other injury."
DSA03180,GSE139602,GPL13667,1000,Cirrhosis,C1623038,Liver,GEO,Microarray,Homo sapiens,6|12,"MSH:Any pathological condition where fibrous connective tissue invades any organ, usually as a consequence of inflammation or other injury."
DSA03181,GSE139602,GPL13667,1000,Acute-On-Chronic Liver Failure,C3850141,Liver,GEO,Microarray,Homo sapiens,6|8,"EFO:Acute-on-chronic liver failure (ACLF) is an extreme condition during the natural history of chronic HBV infection, with a relatively high short-term mortality."
DSA03182,GSE139613,GPL16791,1000,T-Cell Acute Lymphoblastic Leukemia,C1961099,,GEO,RNA-Seq,Homo sapiens,3|5,DO:An acute lymphoblastic leukemia that is characterized by too many T-cell lymphoblasts found in the bone marrow and blood.
DSA03183,GSE139614,GPL16791,604,T-Cell Acute Lymphoblastic Leukemia,C1961099,,GEO,RNA-Seq,Homo sapiens,10|4,DO:An acute lymphoblastic leukemia that is characterized by too many T-cell lymphoblasts found in the bone marrow and blood.
DSA03184,GSE24637,GPL1261,0,Type 2 Diabetes,C0011860,Liver,GEO,Microarray,Mus musculus,8|8,"DO:A diabetes mellitus that is characterized by high blood sugar, insulin resistance, and relative lack of insulin."
DSA03185,GSE24637,GPL1261,0,Type 2 Diabetes,C0011860,Pancreas,GEO,Microarray,Mus musculus,8|8,"DO:A diabetes mellitus that is characterized by high blood sugar, insulin resistance, and relative lack of insulin."
DSA03186,GSE139671,GPL18573,1000,Waldenstrom Macroglobulinemia,C0024419,Bone marrow,GEO,RNA-Seq,Homo sapiens,3|4,DO:A B-cell lymphocytic neoplasm characterized by an uncontrolled increase of B-cells.
DSA03187,GSE139671,GPL18573,1000,Waldenstrom Macroglobulinemia,C0024419,Bone marrow,GEO,RNA-Seq,Homo sapiens,3|4,DO:A B-cell lymphocytic neoplasm characterized by an uncontrolled increase of B-cells.
DSA03188,GSE139825,GPL10558,1000,Pulmonary Tuberculosis,C0041327,Bronchus,GEO,Microarray,Homo sapiens,5|9,"DO:A tuberculosis that is a contagious disease located_in lungs. The infection has_symptom fever, has_symptom cough, has_symptom difficulty in breathing, has_symptom inflammatory infiltrations, has_symptom formation of tubercles, has_symptom caseation, has_symptom pleural effusion, and has_symptom fibrosis."
DSA03189,GSE13985,GPL570,0,Familial Hypercholesterolemia,C0020445,Blood,GEO,Microarray,Homo sapiens,5|5,DO:A familial hyperlipidemia characterized by very high levels of low-density lipoprotein (LDL) and early cardiovascular disease.
DSA03190,GSE139871,GPL10558,530,Tuberculosis,C0041296,Peripheral blood,GEO,Microarray,Homo sapiens,14|10,"MONDO:A chronic, recurrent infection caused by the bacterium Mycobacterium tuberculosis. Tuberculosis (TB) may affect almost any tissue or organ of the body with the lungs being the most common site of infection. The clinical stages of TB are primary or initial infection, latent or dormant infection, and recrudescent or adult-type TB. Ninety to 95% of primary TB infections may go unrecognized. Histopathologically, tissue lesions consist of granulomas which usually undergo central caseation necrosis. Local symptoms of TB vary according to the part affected; acute symptoms include hectic fever, sweats, and emaciation; serious complications include granulomatous erosion of pulmonary bronchi associated with hemoptysis. If untreated, progressive TB may be associated with a high degree of mortality. This infection is frequently observed in immunocompromised individuals with AIDS or a history of illicit IV drug use."
DSA03191,GSE139900,GPL20301,714,Amyotrophic Lateral Sclerosis,C0002736,,GEO,RNA-Seq,Homo sapiens,3|3,"DO:A motor neuron disease that is characterized by muscle spasticity, rapidly progressive weakness due to muscle atrophy, difficulty in speaking, swallowing, and breathing."
DSA03192,GSE139900,GPL20301,263,Amyotrophic Lateral Sclerosis,C0002736,,GEO,RNA-Seq,Homo sapiens,3|3,"DO:A motor neuron disease that is characterized by muscle spasticity, rapidly progressive weakness due to muscle atrophy, difficulty in speaking, swallowing, and breathing."
DSA03193,GSE139900,GPL20301,596,Amyotrophic Lateral Sclerosis,C0002736,,GEO,RNA-Seq,Homo sapiens,3|3,"DO:A motor neuron disease that is characterized by muscle spasticity, rapidly progressive weakness due to muscle atrophy, difficulty in speaking, swallowing, and breathing."
DSA03194,GSE139900,GPL20301,287,Amyotrophic Lateral Sclerosis,C0002736,,GEO,RNA-Seq,Homo sapiens,3|3,"DO:A motor neuron disease that is characterized by muscle spasticity, rapidly progressive weakness due to muscle atrophy, difficulty in speaking, swallowing, and breathing."
DSA03195,GSE139913,GPL18460,1000,Sepsis,C0243026,,GEO,RNA-Seq,Homo sapiens,5|4,DO:A bacterial infectious disease has_material_basis_in Bacteria.
DSA03196,GSE140015,GPL20301,40,Spinal And Bulbar Muscular Atrophy,C1839259,,GEO,RNA-Seq,Homo sapiens,4|4,DO:A spinal muscular dystrophy that has_material_basis_in an X-linked recessive expansion of CAG triplet repeats (glutamine) in exon 1 of AR gene encoding the androgen receptor.
DSA03197,GSE140089,GPL24676,474,Parkinson's Disease,C0030567,Vastus lateralis,GEO,RNA-Seq,Homo sapiens,12|17,DO:An early-onset Parkinson's diseas that has_material_basis_in homozygous mutation in the DNAJC6 gene on chromosome 1p31.
DSA03198,GSE140089,GPL24676,60,Parkinson's Disease,C0030567,Vastus lateralis,GEO,RNA-Seq,Homo sapiens,12|16,DO:An early-onset Parkinson's diseas that has_material_basis_in homozygous mutation in the DNAJC6 gene on chromosome 1p31.
DSA03199,GSE140101,GPL16791,1000,Myelodysplastic Syndromes,C3463824,Bone marrow,GEO,RNA-Seq,Homo sapiens,5|5,"DO:A bone marrow cancer that is characterized by under production of white blood cells, red blood cells and platelets."
DSA03200,GSE140126,GPL11154,125,Cushing Syndrome,C0010481,Visceral adipose tissue,GEO,RNA-Seq,Homo sapiens,12|6,DO:An adrenal gland hyperfunction disease that results in the overproduction of aldosterone by the adrenal glands.
DSA03201,GSE140153,GPL19057,1000,Lung Tumor,C0242379,Lung,GEO,RNA-Seq,Mus musculus,1|4,DO:A lung cancer that has_material_basis_in abnormally proliferating cells derives_from epithelial cells and is located_in the lungs and has_symptom cough and has_symptom chest discomfort or pain and has_symptom weight loss and has_symptom hemoptysis.
DSA03202,GSE24637,GPL1261,1,Type 2 Diabetes,C0011860,Muscle,GEO,Microarray,Mus musculus,8|8,"DO:A diabetes mellitus that is characterized by high blood sugar, insulin resistance, and relative lack of insulin."
DSA03203,GSE24637,GPL1261,0,Type 2 Diabetes,C0011860,Adipose tissue,GEO,Microarray,Mus musculus,8|8,"DO:A diabetes mellitus that is characterized by high blood sugar, insulin resistance, and relative lack of insulin."
DSA03204,GSE140225,GPL18573,2,Diffuse Large B-Cell Lymphoma,C0079744,Peripheral blood,GEO,RNA-Seq,Homo sapiens,3|3,DO:A B-cell lymphoma that is a cancer of B cells presenting as an aggressive tumour which can arise in virtually any part of the body.
DSA03205,GSE140231,GPL20301,1000,Parkinson's Disease,C0030567,Substantia nigra,GEO,scRNA-Seq,Homo sapiens,5|7,DO:An early-onset Parkinson's diseas that has_material_basis_in homozygous mutation in the DNAJC6 gene on chromosome 1p31.
DSA03206,GSE140261,GPL16791,1000,Facioscapulohumeral Dystrophy,C0238288,Muscle,GEO,RNA-Seq,Homo sapiens,8|27,DO:A facioscapulohumeral muscular dystrophy that has_material_basis_in contraction of the D4Z4 macrosatellite repeat in the subtelomeric region of chromosome 4q35.
